379,197
373,188
393,184
62,51
62,51
155,120
336,206
155,120
336,206
341,228
341,228
429,288
429,288
526,365
526,365
609,449
609,449
690,520
690,520
758,554
758,554
888,500
888,500
898,432
898,432
872,385
872,385
819,373
819,373
780,410
780,410
823,570
823,570
872,583
872,583
909,563
909,563
926,523
926,523
913,468
913,468
879,427
879,427
832,403
832,403
789,421
789,421
794,581
794,581
843,599
843,599
886,573
886,573
921,529
921,529
926,470
908,408
865,367
813,371
813,371
826,563
864,571
896,558
896,558
925,524
936,485
919,429
895,385
856,360
856,360
809,354
809,354
762,350
706,326
643,280
579,232
579,232
495,172
495,172
409,122
611,216
458,45
335,77
414,175
252,40
570,212
570,212
554,211
554,211
525,213
449,207
423,203
423,203
408,208
402,203
402,203
