62,60,NaN,Place,Remove
856,559,559,652,850,800,516,484,381,511,610,657,831,843,800,532,499,466,390,415,490,534,738,811,811,809,799,790,639,408,446,499,475,480,467,469,465,486,413,414,424,428,428,424,426,430,436,452,455,487,480,458,431,431,430,427,437,446,476,465,0
378,380,380,383,381,378,379,379,374,373,365,358,382,405,414,427,436,438,438,424,423,415,570,318,329,388,386,367,362,343,176,177,180,184,195,195,234,279,313,393,418,508,479,394,370,261,162,150,150,179,205,243,352,391,526,480,477,305,167,238,0
766,759,766,765,766,766,761,762,762,768,763,768,765,765,766,763,766,764,762,759,759,763,763,763,765,765,767,763,761,767,511,509,514,511,511,514,508,510,511,514,513,511,510,513,517,512,512,514,511,510,512,513,508,508,513,512,509,510,512,511,0
399,410,418,428,423,423,425,437,553,577,590,651,716,730,800,802,759,748,718,716,690,675,666,641,636,629,618,609,588,588,120,144,308,365,428,428,447,453,453,406,375,344,319,316,314,314,310,303,303,275,210,173,157,157,115,115,114,94,90,63,0
380,381,381,382,382,383,383,382,382,383,383,382,381,382,383,383,382,384,384,382,381,382,382,382,383,384,383,382,384,383,334,334,331,333,333,331,332,332,332,329,329,330,334,333,331,331,333,332,331,332,331,335,335,332,332,332,333,331,335,332,0
428,424,423,424,414,406,406,407,405,422,422,414,405,695,695,417,403,439,406,412,411,406,418,418,439,449,437,437,405,405,548,555,562,559,568,567,565,564,567,561,561,562,562,547,547,557,499,557,552,552,550,555,561,556,556,552,552,553,553,550,0
420,447,432,405,445,410,407,413,406,418,420,406,407,407,408,408,441,405,408,703,406,432,432,436,436,446,434,405,442,440,559,547,551,556,556,550,554,551,555,556,556,559,559,553,553,559,559,562,552,556,498,559,553,555,553,550,549,549,559,553,0
365,365,366,364,363,364,365,364,365,366,366,364,365,364,366,365,365,365,364,366,364,365,365,364,365,365,364,365,366,363,273,272,270,273,273,273,272,274,273,273,273,272,273,273,273,273,273,273,273,271,271,272,273,274,273,273,274,273,273,272,0
393,398,392,398,399,399,401,399,399,399,398,395,399,402,400,400,398,398,393,392,398,400,400,564,397,397,399,401,395,400,523,527,523,523,523,523,524,524,521,527,524,528,520,523,522,527,524,522,519,519,519,524,522,522,523,518,544,526,524,524,0
775,775,775,776,776,776,776,776,775,775,777,776,776,776,775,776,775,776,776,774,777,778,775,776,775,775,776,775,774,774,512,506,511,509,511,511,506,509,511,510,514,511,509,506,511,509,507,510,509,509,509,511,510,510,509,508,511,507,510,510,0
378,573,377,378,379,379,377,376,379,431,544,371,335,746,433,570,501,543,657,651,564,425,333,565,345,348,353,353,350,352,509,516,517,510,510,510,536,521,507,495,505,500,519,501,505,536,539,543,513,474,459,518,522,530,506,502,516,512,509,498,0
762,762,762,761,761,761,762,761,758,761,759,775,749,713,546,357,547,658,722,765,566,317,303,317,407,655,799,799,799,800,259,260,260,278,389,448,493,483,511,474,464,427,400,395,251,225,228,503,515,507,470,470,320,267,271,274,279,255,254,255,0
791,788,790,789,788,789,788,787,788,789,788,787,787,788,788,788,788,788,788,788,788,788,788,790,787,787,788,789,788,788,481,480,480,480,484,484,481,480,481,482,481,480,481,480,483,478,480,480,481,481,482,481,482,479,479,484,482,480,480,478,0
826,825,824,826,825,825,827,826,826,826,827,825,826,826,825,827,827,826,829,826,828,827,825,827,826,827,825,826,827,826,477,476,478,478,477,478,477,474,475,475,473,470,477,476,476,474,476,476,476,475,477,473,475,473,476,471,476,476,476,468,0
862,862,861,861,862,863,863,862,862,862,862,863,862,861,863,862,863,862,863,860,861,862,862,863,862,864,861,862,862,863,476,477,474,474,477,477,474,474,476,475,475,475,475,476,476,473,473,473,474,474,477,473,473,474,475,473,479,477,475,473,0
408,410,408,411,411,414,414,411,411,408,410,413,411,411,408,412,411,412,409,408,410,412,412,411,410,409,410,412,411,410,418,423,423,415,420,420,423,422,428,420,421,421,425,425,425,415,422,420,423,423,423,423,425,439,439,422,432,422,424,421,0
429,430,429,429,430,430,429,429,429,430,430,429,429,430,430,429,430,429,430,430,429,429,429,429,429,429,429,429,430,430,195,195,196,195,196,196,196,196,195,196,195,195,195,195,195,196,195,195,195,195,195,195,195,195,196,195,195,195,196,196,0
444,444,444,441,443,443,443,443,442,444,443,443,443,443,442,445,442,444,444,442,443,442,442,443,444,444,444,443,443,444,458,457,454,457,458,456,457,457,462,459,456,456,457,456,456,458,454,458,461,456,458,459,457,457,455,456,454,455,464,464,0
423,424,424,423,423,423,423,422,423,423,423,423,423,423,423,423,426,426,423,423,422,424,424,423,423,422,423,422,422,423,234,235,235,235,235,234,235,235,237,236,236,236,236,236,233,233,235,235,234,234,235,235,237,236,236,236,234,235,234,234,0
840,839,839,840,840,839,841,840,840,839,839,840,840,840,840,840,839,840,840,840,840,838,840,840,839,840,839,839,839,839,180,180,181,182,181,182,181,181,181,181,181,181,181,181,181,181,181,181,182,182,181,181,182,181,181,181,182,181,181,181,0
877,868,868,864,847,845,844,842,843,843,840,842,842,841,841,837,840,837,837,837,838,838,840,837,839,839,839,838,838,839,444,456,460,466,466,470,471,481,489,489,488,494,494,488,478,476,483,477,477,477,474,474,478,480,476,480,478,478,479,476,0
842,839,838,838,840,837,837,839,839,838,838,839,839,838,839,838,839,840,839,839,839,839,840,838,837,842,839,839,838,838,483,481,483,484,474,475,475,481,481,477,480,478,478,481,481,478,475,482,478,484,476,488,482,474,480,480,485,485,480,476,0
415,611,694,793,846,554,554,517,488,382,410,562,640,640,693,732,802,888,942,819,770,665,461,328,512,595,669,711,773,809,47,63,90,125,142,137,157,158,165,201,166,157,152,134,134,140,173,182,182,230,253,223,206,201,187,186,165,162,164,173,0
401,409,412,423,401,398,449,457,465,494,491,482,478,473,420,411,404,404,412,427,440,476,476,485,504,497,479,473,454,404,194,359,442,455,185,138,112,96,110,134,150,408,402,363,339,269,156,133,139,133,212,434,448,488,464,446,210,168,153,129,0
841,830,830,833,834,819,811,806,800,799,799,796,801,799,777,772,772,779,793,812,810,809,817,808,809,807,801,796,787,788,157,161,162,164,165,171,196,261,292,319,442,462,462,514,429,336,210,176,158,158,162,189,410,471,471,464,315,259,185,168,0
611,618,618,624,627,642,651,656,657,669,667,645,645,640,643,649,649,888,1001,866,686,561,526,412,421,496,712,896,952,893,138,165,323,387,158,155,280,313,412,425,425,439,392,367,313,247,274,323,326,295,278,272,325,338,326,320,277,270,272,316,0
430,457,485,720,872,890,742,712,545,377,384,452,481,552,698,846,877,830,830,634,422,415,419,425,445,603,694,863,886,834,135,136,135,136,136,137,372,445,423,263,229,229,225,163,461,461,415,383,360,176,131,131,130,130,154,164,180,260,369,373,0
400,387,397,444,616,648,708,720,718,561,500,500,311,541,573,582,583,571,569,569,541,450,426,280,322,322,652,645,502,473,70,256,256,212,196,226,257,270,260,250,272,271,263,261,364,420,457,469,479,479,484,491,514,520,493,517,408,259,268,186,0
366,366,395,434,389,385,387,442,439,386,377,368,351,351,352,362,377,379,379,377,344,273,262,272,315,347,469,469,484,442,55,135,201,201,294,348,302,139,120,120,134,202,286,321,329,330,288,200,156,156,210,228,258,274,258,275,262,242,244,196,0
301,306,312,312,333,339,339,346,346,367,381,381,446,485,508,574,615,671,823,867,958,1054,1066,1076,1076,360,360,1109,1109,1121,98,110,205,205,218,218,233,295,343,343,350,356,356,355,340,340,341,337,335,335,320,311,298,284,284,224,201,181,150,150,0
