386,61
386,61
386,85
386,85
388,112
388,112
392,139
392,139
394,172
394,172
393,215
393,215
393,260
393,260
398,318
398,318
383,337
383,337
380,369
380,369
381,407
381,407
378,432
378,432
379,446
379,446
378,470
378,470
379,478
379,478
378,494
378,494
370,500
370,500
364,500
364,500
359,510
359,510
357,509
357,509
353,511
353,511
352,511
352,511
351,514
351,514
353,515
353,515
351,515
351,515
354,516
354,516
350,512
350,512
352,510
352,510
351,516
351,516
351,510
351,510
348,517
348,517
352,505
352,505
352,503
352,503
350,507
350,507
354,501
354,501
351,502
351,502
350,498
350,498
353,498
353,498
351,500
351,500
352,498
352,498
350,495
350,495
352,497
