342,342,341,341,341,342,340,342,342,340,341,343,343,343,341,340,341,341,341,341,339,538,338,338,342,342,342,342,341,340,340,343,343,342,342,342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,401,401,401,402,402,403,399,403,403,400,402,402,402,402,401,400,401,401,403,403,398,548,399,399,399,402,400,401,401,400,400,402,403,402,402,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400
342,340,342,342,340,341,343,343,343,341,340,341,341,341,341,339,538,338,338,342,342,342,342,341,340,340,343,343,342,342,342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,403,399,403,403,400,402,402,402,402,401,400,401,401,403,403,398,548,399,399,399,402,400,401,401,400,400,402,403,402,402,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399
341,343,343,343,341,340,341,341,341,341,339,538,338,338,342,342,342,342,341,340,340,343,343,342,342,342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,402,402,402,402,401,400,401,401,403,403,398,548,399,399,399,402,400,401,401,400,400,402,403,402,402,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401
340,341,341,341,341,339,538,338,338,342,342,342,342,341,340,340,343,343,342,342,342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,400,401,401,403,403,398,548,399,399,399,402,400,401,401,400,400,402,403,402,402,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402
339,538,338,338,342,342,342,342,341,340,340,343,343,342,342,342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,398,548,399,399,399,402,400,401,401,400,400,402,403,402,402,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401
342,342,342,341,340,340,343,343,342,342,342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,402,400,401,401,400,400,402,403,402,402,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401
340,343,343,342,342,342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,400,402,403,402,402,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402
342,341,341,341,340,342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,402,403,403,401,399,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400
342,342,342,340,342,342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,403,402,402,399,402,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399
342,343,343,342,343,724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,402,402,403,401,400,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401
724,342,341,343,341,341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,124,400,404,403,399,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539
341,341,341,339,341,342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,401,401,401,399,401,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399
342,341,341,340,341,341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,402,400,402,401,402,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399
341,342,341,340,340,343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,402,401,401,402,401,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401
343,1106,343,1106,342,340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,400,382,400,382,401,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400
340,1105,341,341,341,341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,403,382,400,402,402,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400
341,342,342,342,341,1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,402,403,402,402,400,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402
1119,339,342,342,343,343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,372,399,400,400,399,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402
343,341,540,342,342,341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,399,400,550,401,401,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402
341,337,337,342,539,342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,402,399,399,402,539,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399
342,341,339,339,339,343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,400,399,399,399,399,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403
343,340,340,342,342,342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,402,402,397,401,399,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403
342,341,343,341,341,339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,400,401,402,401,401,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404
339,337,341,341,343,342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,402,400,401,399,400,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398
342,341,341,341,339,342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,401,400,400,400,400,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404
342,342,342,341,342,343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,400,401,401,400,402,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400
343,342,342,341,341,342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,401,401,401,402,402,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398
342,340,342,342,341,341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,402,402,401,401,402,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406
341,340,341,341,342,341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,402,403,401,401,399,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402
341,341,341,341,341,341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,401,401,401,401,403,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403
341,532,339,343,341,340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,403,572,401,402,403,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407
340,339,339,339,343,343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,402,399,399,399,404,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395
343,342,340,343,340,340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,404,402,399,400,398,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409
340,341,341,339,342,342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,402,399,399,400,404,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408
342,342,341,340,341,340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,404,404,401,400,400,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412
340,340,338,340,340,340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,401,399,398,398,398,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406
340,340,343,343,343,344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,398,398,403,401,406,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403
344,532,348,343,351,351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,403,576,404,403,402,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406
351,348,348,347,349,348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,402,402,402,404,403,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402
348,171,349,346,350,351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,404,308,404,403,407,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402
351,351,322,322,322,351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,404,404,395,395,395,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404
351,350,339,353,350,350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,351,353,351,353,347,409,411,413,409,409,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404,404,401,405,405,401
350,352,352,350,348,348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,351,353,351,353,347,349,349,326,326,388,409,415,415,410,408,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404,404,401,405,405,401,407,407,322,322,322
348,348,352,347,352,353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,351,353,351,353,347,349,349,326,326,388,388,359,199,359,199,408,408,407,405,412,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404,404,401,405,405,401,407,407,322,322,322,322,413,299,413,299
353,349,354,354,354,353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,351,353,351,353,347,349,349,326,326,388,388,359,199,359,199,356,353,348,341,342,408,408,407,407,406,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404,404,401,405,405,401,407,407,322,322,322,322,413,299,413,299,408,407,403,400,401
353,353,353,349,352,352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,351,353,351,353,347,349,349,326,326,388,388,359,199,359,199,356,353,348,341,342,340,341,341,342,342,407,407,407,403,403,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404,404,401,405,405,401,407,407,322,322,322,322,413,299,413,299,408,407,403,400,401,402,407,407,407,407
352,348,353,353,353,357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,351,353,351,353,347,349,349,326,326,388,388,359,199,359,199,356,353,348,341,342,340,341,341,342,342,342,341,342,341,342,403,404,405,406,406,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404,404,401,405,405,401,407,407,322,322,322,322,413,299,413,299,408,407,403,400,401,402,407,407,407,407,407,401,400,403,403
357,357,353,348,348,348,352,352,350,349,349,353,357,357,351,351,353,351,353,347,349,349,326,326,388,388,359,199,359,199,356,353,348,341,342,340,341,341,342,342,342,341,342,341,342,340,340,340,340,341,403,403,406,402,402,402,403,404,404,402,400,404,404,404,404,404,401,405,405,401,407,407,322,322,322,322,413,299,413,299,408,407,403,400,401,402,407,407,407,407,407,401,400,403,403,401,401,401,401,402
