405,480
406,477
406,477
405,477
405,477
405,474
405,474
405,474
405,474
406,475
406,475
406,478
406,478
404,474
616,501
404,474
616,501
407,481
407,481
404,483
404,483
407,481
407,481
407,487
407,487
408,483
408,483
407,485
616,514
407,485
616,514
407,487
407,487
409,484
409,484
408,488
614,511
408,488
614,511
407,491
610,525
407,491
610,525
407,492
611,529
407,492
611,529
408,483
610,514
408,483
610,514
408,481
408,481
411,468
411,468
416,455
416,455
426,423
426,423
431,409
431,409
436,384
436,384
439,358
439,358
446,324
446,324
447,273
447,273
445,231
445,231
436,177
436,177
431,141
431,141
427,107
427,107
427,77
427,77
491,130
491,130
491,130
