428,510
425,532
426,541
424,548
424,555
423,562
423,559
424,568
419,567
419,567
413,565
414,564
414,564
406,567
406,567
407,561
407,561
404,561
404,561
405,562
405,562
416,547
416,547
422,557
422,557
414,557
414,557
405,556
695,499
405,556
695,499
426,559
426,559
416,558
416,558
417,557
417,557
403,564
403,564
439,552
439,552
406,560
406,560
412,556
412,556
444,550
444,550
437,555
437,555
411,555
411,555
406,559
406,559
404,561
404,561
418,556
418,556
439,552
439,552
406,560
406,560
443,550
443,550
415,553
415,553
449,550
449,550
437,550
437,550
405,557
405,557
405,559
