290,69
286,94
284,112
281,131
279,148
279,148
279,148
273,164
273,164
274,180
274,192
273,207
270,222
270,222
270,222
267,239
267,239
265,246
263,250
260,253
255,252
255,252
255,252
256,253
256,253
272,258
273,261
276,266
278,271
280,272
280,272
280,272
279,273
276,272
276,277
268,274
268,274
267,275
267,275
269,273
269,273
268,274
272,276
268,275
268,274
268,274
268,274
276,276
276,276
275,277
266,274
279,277
279,276
279,276
279,276
277,278
277,278
279,277
276,277
277,276
279,278
279,278
279,278
270,273
270,273
278,277
271,276
277,277
278,276
276,276
276,276
276,276
269,272
273,275
276,277
272,275
270,276
270,276
270,276
278,278
278,278
264,271
279,277
278,276
268,272
268,272
268,272
280,275
280,275
278,275
278,276
281,277
281,275
281,275
281,275
282,276
282,276
282,274
273,272
282,274
283,273
279,270
279,270
279,270
284,269
267,262
279,265
275,258
260,245
260,245
260,245
269,242
269,242
267,233
270,218
269,196
272,171
272,171
272,171
278,147
278,147
288,119
293,88
