109,27
338,55
338,55
353,82
353,82
366,108
366,108
386,135
386,135
395,169
395,169
405,201
405,201
427,294
434,316
434,316
434,339
425,346
425,346
413,348
413,348
410,351
410,351
392,324
392,324
389,302
389,302
385,267
385,267
387,234
395,199
404,165
414,139
414,139
420,116
420,116
425,99
425,99
438,123
443,129
443,129
442,106
442,106
442,120
442,120
439,134
431,153
425,172
416,202
413,257
406,286
403,310
386,321
377,329
368,335
361,331
354,330
350,320
351,305
351,288
354,266
352,246
357,226
360,200
362,179
371,163
377,159
376,156
379,160
379,160
379,160
379,156
379,156
377,163
374,173
368,191
359,210
344,228
344,228
344,228
323,246
303,258
280,267
273,274
264,280
264,280
264,280
262,276
262,276
264,271
272,265
290,263
315,259
315,259
315,259
347,258
384,270
413,275
442,259
469,262
469,262
469,262
484,263
486,254
481,246
467,242
457,244
457,244
442,230
442,230
426,196
