766,253
764,255
764,255
764,253
764,253
765,252
765,252
765,253
765,253
765,253
765,253
764,253
764,253
765,253
765,253
764,253
764,253
765,253
765,253
765,254
765,254
764,253
764,253
765,252
765,252
765,254
765,254
765,253
765,253
764,255
764,255
764,253
764,253
765,254
765,254
764,253
764,253
761,254
761,254
766,253
766,253
763,255
763,255
765,255
765,255
765,253
765,253
765,253
765,253
766,253
766,253
765,254
765,254
765,252
765,252
766,257
766,257
766,254
766,254
765,253
765,253
768,259
768,259
766,254
766,254
766,253
766,253
766,247
766,247
764,235
764,235
755,228
755,228
751,205
751,205
751,205
748,176
749,143
749,143
749,116
741,90
724,66
