412,70
412,70
411,101
400,119
401,136
388,148
385,161
381,174
383,185
387,201
387,201
397,211
414,229
444,256
472,261
498,256
525,256
525,256
548,249
587,224
616,217
648,212
673,203
691,203
708,201
718,197
720,197
718,196
710,197
689,200
672,202
650,207
621,216
593,226
561,257
561,257
500,270
500,270
439,274
414,260
390,250
390,250
359,244
330,251
303,259
303,259
307,260
311,261
355,267
408,292
541,272
557,273
565,271
573,263
582,261
583,280
583,280
578,340
571,364
571,364
569,374
570,398
569,420
569,420
566,441
559,457
559,457
552,469
541,476
524,475
505,479
505,479
477,484
450,484
426,491
339,516
309,514
280,520
280,520
274,509
285,493
322,493
322,493
366,521
416,523
455,517
455,517
601,464
601,464
652,432
645,408
645,408
645,408
564,344
514,305
455,259
502,278
473,268
428,255
428,255
369,186
333,166
333,166
333,166
