435,53
432,62
428,72
425,81
425,81
425,81
422,92
422,102
422,102
426,115
429,124
432,134
432,134
432,134
437,147
437,147
443,159
442,170
442,182
441,195
441,195
441,195
435,204
430,212
430,212
430,212
428,218
425,228
424,233
424,233
424,233
425,241
425,241
424,246
424,248
424,249
424,249
424,251
424,251
423,250
423,250
424,248
425,247
427,246
427,245
427,245
427,245
427,245
428,246
428,246
428,248
428,249
427,247
427,247
428,246
428,246
427,248
427,248
427,248
426,246
428,248
429,248
429,248
429,248
427,247
427,247
427,246
426,247
426,247
427,246
427,246
427,249
427,249
427,248
427,249
426,250
427,250
428,247
428,247
428,247
427,248
427,248
427,248
427,247
429,251
429,250
429,250
429,250
428,250
428,250
428,249
427,247
427,248
428,249
428,249
428,249
427,247
427,247
428,249
427,249
