464,65
477,90
486,112
494,139
493,171
493,171
494,202
494,202
483,254
483,254
480,281
480,281
466,335
466,335
450,369
450,369
439,396
439,396
427,424
427,424
411,468
411,468
400,492
400,492
397,509
397,509
391,521
391,521
391,525
391,525
386,534
386,534
382,541
382,541
375,547
375,547
371,549
371,549
372,551
372,551
366,554
366,554
368,550
368,550
368,550
368,550
368,549
368,549
366,548
366,548
368,547
368,547
365,551
365,551
368,550
368,550
370,547
370,547
369,546
369,546
370,549
370,549
370,551
370,551
368,553
368,553
368,553
365,550
370,547
370,547
371,546
371,546
364,553
364,553
364,553
371,544
371,544
384,533
384,533
389,530
389,530
385,535
385,535
384,537
384,537
383,538
383,538
386,531
386,531
386,537
386,537
385,534
385,534
385,536
385,536
387,537
390,530
390,530
390,530
387,535
387,535
383,533
383,533
386,531
386,531
387,530
387,530
388,533
388,533
383,538
383,538
386,531
386,531
386,534
